"AAPL","NIO","TSLA","GE","C","CCL","PTON","F","BAC","AMD","NKLA","INO","SIRI","VALE","WFC","AAL","DKNG","OXY","NCLH","ORCL","PCG","COTY","INTC","SNAP","QRTEA","NOK","XOM","JPM","UBER","M","DAL","MSFT","MRO","UAL","T","ABEV","TSM","ITUB","PFE","WKHS","GM","CSCO","ET","SQ","CMCSA","PBR","NVDA","PLUG","MGM","AM","FCX","NLY","BA","MU","KGC","KMI","AUY","PINS","BBD","SCHW","KR","BP","OPK","GOLD","HST","WMB","PENN","KHC","GFI","SLB","MRK","ROKU","LYFT","WMT","CVS","LUV","FDX","HBAN","KO","VZ","LI","APPS","EPD","MRNA","TME","APA","SPCE","DVN","CVX","OSTK"
0.012288078395156,-0.00543634123366799,0.00729072684983745,0.0282504236781422,0.0256087856693927,0.0107371076981679,0.017454292256641,0.0151427322820883,0.00762985456833754,0.00507910090735741,-0.00311424954968631,-0.0495097757759377,0.0112813761001391,0.0165293647670914,0.0275626786474681,0.0196341507890465,0.0588660006607564,0.0960913371787782,0.0212641006016288,-0.0124697079957237,0.0138269852536088,0.0190481417344373,0.0187481270152294,0.0144146882217759,0.0634111972557059,0.037835499856157,0.0470674380086846,0.00542651744022571,0.0546022255997114,0.0150379174899173,0.0209511932158533,0.000964304201046318,0.0868893455721924,0.0416383894006316,-0.00613276955967779,0.0231413606493153,0.00953374179607902,-0.00681422025072376,0.0102700459558953,0.0460742935564054,0.0279924958454179,0.00045464461538991,0.0573405164584386,0.0381053232074233,-0.00598442666132915,0.0290640746727215,0.0219668294708475,0.0117430608827247,0.0219788955430231,0.0805466998912621,0.0443235872357,-0.00365168959277984,0.0430137673503124,0.0424359149320441,-0.0113423248502524,0.0247643608023704,-0.00824408059247506,0.00512856981088206,-0.00915807159024329,0.000189484064804901,-0.00718405203849182,0.0717734282458058,0.0118345030600657,-0.0139060761387024,-0.0142351756955774,0.02989682329925,0.0725880462793977,-0.0194697297339403,-0.0299107262410288,0.0523630261136314,0.0017277764891217,0.0529308303878553,0.0326669999735363,-0.00533714822242803,0.00669293852948005,0.0132335381619515,-3.95927030529819e-05,0.0220481868255793,-0.0110540919751059,-0.00459854035127316,-0.0463439694676699,-0.0136632373292094,0.035145202355797,-0.0230873774555258,0.0547461950309427,0.0911779425697521,0.0384582258121084,0.0734880572398358,0.0266745222367861,0.0828072526382151
-0.0342411942763468,-0.0520850744072523,0.027994766442438,0.053333989487184,0.0559420686716523,-0.00975621216280675,-0.0326417455582337,0.0217275820356444,0.0605857611344041,-0.0266536240471495,0.0105492798768796,0.00860219520243577,0.0438940788163686,0.026221898094875,0.0683594183191349,0.00581585809700469,0.0293056869287711,0.0403012196505639,0.00370600190084103,-0.00239421780769966,0,0.0101084141796448,0.00963525702588042,-0.0097873880913415,0.0115096548876701,0,0.0251972341475293,0.0458867553296756,-0.028737047614634,0.0937926186424027,0.0207689644131239,-0.0262715837369942,0.00668905590017088,0.00322060056881179,0.01929312671892,0.00326268337408364,0.0248721989733021,0.0253181971228349,-0.00864148426721334,0.0529637366703302,0.0311935398970538,0.00950469202662863,0.0244659828167428,-0.0125264453898275,0.0115378539011335,0.00864313129003591,-0.0607620480105382,0.0725707162738374,0.0266509776352128,0.0155970245225532,0.061184349604483,0.00243601830310602,-0.00283919226504104,-0.00194341214589233,0.0150946903099771,0.032557849919026,0.00330580830468663,-0.0193320795225365,0.023716979391585,0.0842757055361694,0.00967097365866243,0.0449955362883716,0.0346855796623058,0.00902000110526568,0.0557637369381205,0.0374365241108623,0.0253148848992764,0.0109615519585846,-0.0247902985281452,0.053862566863653,0.0156596618643929,0.0229170204344022,-0.0288671155356717,0.00622407178837658,0.0293686375636986,0.0240297047783797,0.00149973694434635,0.0936094366803819,-0.0323300435838836,0.0120474715620924,0.0245430791715502,-0.0500601128085725,0.0488377277455201,0.0628311814990203,0.0236669670090066,0.0399811083469417,0.00207079121887332,0.0538244457222952,0.0316768388223743,0.0105527166684123
0.033553915681126,0.0721824761963505,0.076448468690149,-0.00795418213895704,0.0117316062839192,0.0165293096149393,0.0688073981489836,0.0245821920645755,0.0218435053019501,0.0520900724859832,0.0953101155838292,0.0106496671287024,-0.0154561900561869,0.0415266004759482,0.0223845974289847,-0.00906157273176733,0.0156941717807584,0.0281014149924266,0.0134723378888939,0.00795903604353931,-0.00567030221663778,0.00573066922809851,0.0211065701190432,0.0512531289991798,-0.00618101837823115,-0.0124534498638791,0.00781511069442775,0.0323113477154164,0.067238312070216,-0.0250925303226821,-0.00372166475324942,0.028059757114546,0.0250176927373578,0.0018356594529898,0.00267816096796114,-0.0264040440233989,0.0491154787006636,0.0181671701028459,0.0051400184652568,0.154452687736326,0.00787949811885591,0.0125334928618344,0.00452154654808057,0.0540045723706069,0.00197583117537015,0.00600605644050489,0.0562198249434243,0.300950814526221,-0.018776959169005,0.0035651928021172,0.0329394785606452,0,0.00792946955931306,0.0256063641832647,-0.0227283479454341,0.0165750507909967,-0.0301530615805066,0.0616846063187584,0.0116502176053332,0.0283355002112833,-0.0121820305455387,0.0211334326592327,0.0180184880857381,0.0109601614085797,-0.00475712638201342,0.00185857868141159,-0.0193543372995144,-0.00724473927839231,-0.0182376909476809,0.0190713083930611,0.0197120918791995,0.100716406981116,0.0286624206496309,-6.8238432435308e-05,0.0195162339635688,0.0123300993161166,-0.0301469035578057,0.0238273326685148,-0.0111466604254358,-0.00225284188951225,0.0997085503580557,0.0492847509668763,0.0156068445622091,-0.01011468148692,-0.016847588471824,0.0159057082467471,0.0389501202878768,0.0135539720085101,0.00466612153671697,0.0553458485956768
0.00859434501808209,0.0820247480398004,0.0754812381608057,0.00619192503923571,-0.00989408128624003,-0.0131038256364082,0.0311966286159366,-0.0066445074451722,-0.0100931432670937,-0.00611366734288143,-0.0039358889957728,-0.023580869176075,-0.0827723338322255,-0.000528578107127142,-0.00720516095631174,-0.0163884361542839,0.0438313165133817,-0.0241094499007048,-0.0093705937870352,0.00490322996099568,-0.00570271589914073,-0.0275180372963093,-0.0104007125189729,0.00551491215345612,-0.0187756453127248,-0.0151517534123866,0.0110596420220066,0.00110361651964119,-0.0521094446623787,0.00653593581250878,-0.00523363398907062,0.00607432989867007,-0.0183731482822729,-0.00759405368406929,-0.00692006277581347,0.0264040440233989,-0.022822964142736,-0.00656857458727456,0.00188715046544896,-0.0765915371223223,-0.00601987892663969,0.00222187739222157,0.011958339059944,0.00819251146367961,0.0172214810759761,0,-0.00505235799249348,0.128602752126998,0.024533171567664,-0.0424049376796651,-0.000641963447932437,0.00847974904380111,-0.0132985694906562,-0.0215944195394489,-0.059188861190463,-0.0075629028883295,-0.059562290290492,0.00684129011262424,-0.0136053937938627,-0.00135555008988053,-0.00598896395494997,0.0202863707239289,-0.0180184880857381,-0.0328301970394067,0.00272112835359239,-0.0112047626632048,0.0689928714869508,-0.00222836714814223,-0.0406941305056057,-0.00160889604696335,-0.0118528974778114,0.0509860840731671,-0.0278199413261491,-0.000136275195893987,0.0116896675198728,-0.00742236995774759,-0.00435855054243106,-0.000692728399641851,0.0221705211738774,-0.0125506023811712,-0.0227708620148368,0.0104167784887097,0.00374702272133121,-0.0205414207780876,0.0216094295707507,-0.0314659091643006,0.00357498515072185,-0.0250828146711055,0.00948702073213425,-0.0675750144503025
-0.0235233601603468,0.0621808992895039,-0.0814423136481173,0.00965366918131139,0.0162358203646393,-0.0162525091442327,-0.042034390123975,0.0327899946390371,0.0164635740132986,0.0278389259229757,-0.0384773320278566,-0.014200141554678,0.00506327974533205,-0.0165202615066575,0.00150525748808272,-0.00862933426189461,0.0303053210274387,0,-0.0119417073759376,-0.00553764949046354,-0.0024539671378303,0,-0.00213202191834805,0.0308119139849139,0.0214293051919388,-0.0153850574743986,0.0299046744423759,0.0148138776726929,0.024289715267789,0.0225453989479529,-0.015359753258855,-0.00974601002971998,0.0118500301160618,-0.0137227445005763,-0.00518226405989219,-0.0364881900921501,0.0324120164733754,-0.0284056852511607,0.0170897783257775,0.00759866069916759,0.0442901239473437,0.00663571471466806,0.0147494251596174,-0.0683422407375218,-0.000388110983966961,-0.0251204971670449,0.025634814244909,0.0035267311060978,-0.0183430674336345,0.0024722767916372,-0.0270065265588668,-0.0133577343292304,-0.0149274446497865,0.0160169493810649,-0.0233046256821248,0.0171061668331753,-0.0237454226164568,-0.0023682646536205,-0.0297937003253701,0.0213041123272362,0.0041015875368644,-0.000819839146643631,-0.00913247461512001,-0.0189519870128483,-0.024064478567142,0.00981090052819589,0.0683312920144221,-0.0231695191130648,-0.0291755416915334,0.00602037607828798,0.0234494293589336,0.00997191209233339,0.0181500537121129,0.00449095433032376,0.0160343330015618,0.00974378701276679,0.00142782745933001,0.0205768373357378,-0.0173779498262565,-0.00589968297912025,-0.0450217131512729,-0.0286151148507128,0.0176095945085968,0.0392207313711728,-0.00333094273513357,0.00481376660914101,-0.0119666063297386,0.0120744729783753,0.00569308431965698,-0.0312436223547725
-0.00139656632305396,-0.0105821067415821,0.0460750033550754,0.0284132974298279,0.00345565541903792,-0.000496659023955015,0.0239975007062876,0.0503250318859347,0.0176836896493393,-0.0196257727810174,0.0916842504760962,0.00109953046682021,-0.0101524134866797,0.00535891052756954,0.0208402167070396,0.0250177704161785,-0.00392558852871749,0.119110306675886,0.0156189393514459,-0.00972496070839046,-0.00246000390962076,0.0160236688957114,0.0324518397844247,0.0373588452649694,0.0432219706678882,0.0355368661591524,0.021960410587615,0.0155965817555792,0.0698595783142575,0.0321217692712925,0.02233186268603,-0.0118403935397478,0.093643000056439,0.0318072682819972,-0.00416535997185719,0.0748315680832077,0.00325739341518094,0.021794413122554,-0.0157442605781966,-0.0291473867866396,0.060559329918747,0.00943507732592375,0.0443880898882998,0.00891800645054008,-0.0297471353090972,0.0276835079860998,-0.0100897357150549,0.201529316329094,-0.0163724966603147,0.0446664935534893,0.0218570075505737,0.00487798528542926,0.00780355784596409,0.00999176974514526,0.00553242514842056,0.0313882153952818,-0.00185010630412474,0.0459303024769913,0.0239054454543985,0.0156446477407393,-0.00758526722689368,0.025512580650183,0.0249162737049742,0.000849932805448983,0.0151937388996979,0.04188150688812,0.0540042990456095,-0.0206064769035663,0.0291755416915334,0.0449910832201619,-0.0227270807147431,0.029717989257402,0.0466515967218522,0.011341486910915,0.0024947347173514,0.0144399455425397,0.015090671879924,0.0114749454048191,-0.00179463570423266,-0.00348695133689825,0.114014606881359,0.0798603931189517,0.0289742963460013,0.0603135564565003,0.0226211133914158,0.106380375280039,0.0674936120462801,0.0725870565377726,0.018817457887681,0.154562734829557
0.0160966199065786,0.00177148944288419,0.00583390055163502,-0.0179877162875028,0.00284581049484967,-0.00149136391739679,0.0703932726831367,0,-0.00595947414630027,-0.0382648140511685,0.0686366813310677,0.014184543477008,0.00169922839542624,-0.0303875342752615,-0.00413347828663069,0.00970564844782196,0.0229597508792843,-0.0129033937458871,0.00366375946691999,-0.00578397144842402,-0.00658980320811864,0.032696589389303,0.0673637384885204,-0.0549829124296117,-0.039694612168871,-0.00750942729428483,0.0112151103454994,0.000926977814566854,0.0145839551537099,0.016819820233128,0.00371521234466243,0.00653884266424765,-0.0426115065980284,0.00790871743249344,-0.00488144259839451,-0.0350913051104749,-0.0311300586697403,-0.011677042913772,-0.00864381745887011,-0.0193710467443604,0.0188508538335599,-0.00943507732592375,0.013908489159461,0.0148331568700684,0.00299493561656039,-0.0444906701822478,0.00347935053912263,0.0513690769929225,-0.00828772118594134,-0.0142689707423171,-0.0139726148950357,-0.00121730618968519,-0.00577450677429603,0.00564743167753612,-0.00970215142007769,0.00655313155358028,-0.02058069914109,-0.0312546245098169,-0.00197037644002784,-0.028002758618249,0.0148010606439053,-0.00923883123192226,-0.00673397235686113,0.00254573544176839,0.0109067376958651,-0.00850698318816301,-0.0165591706916199,-0.00529701047150599,-0.0215294673676394,-0.0263583069711211,-0.00906713197022668,-0.0162403946223959,-0.0179180890570731,-0.0102557200838156,-0.0177278274615968,-0.00291301337541983,0.0126882307527785,-0.00201557091466942,0.000997345083182832,-0.00349892682029118,-0.0331980908706226,0.049267552217036,0.0146182007764772,-0.00394196634472532,-0.0145508070846208,-0.0401925886879342,0.0332011177403753,-0.0298682825786512,-0.000964732645332589,-0.0176230891750553
-0.0152428376617131,-0.02081041754992,-0.0110746210194357,0.00774873441302049,0.0316504596607929,0.039985808800036,-0.0130461355632194,0.0391026219110704,0.0157157830753483,-0.0108452381986943,0.0609473053484328,0.0150540851172232,-0.0102389527772919,0.0426055702099726,0.0277188593793731,0.0569438021470781,0.00529434559993813,0.0820729337641408,0.0709684127779888,-0.00743984702312517,-0.0225668125880096,0.0027932952082288,0.0395919037424175,-0.0859400609152972,0.0859839208151052,0.0272630890340604,0.0382907073577234,0.00582529554023381,-0.0428231821229774,0.0495481422561741,0.0249036413283026,-0.0154652059716671,0.0754396468776135,0.0410110510047534,0.0234900187386287,0.0368336649417815,0.0587924121156442,0.055479602651749,-0.00298887391308789,0.00284841261360747,0.0558692515061905,-0.00464030049178632,-0.0153099974038766,0.00806540850399973,-0.011630319843372,0.0281461789581505,-0.0248031614416639,-0.0435234682213634,0.00795768912597294,0.0213277176371931,0.0457313948942,0.0121067356566158,0.0129460807017461,0.0172448429059555,0.00139202833626317,0.0213255385648194,0.005655137034835,-0.0250500579105735,0.0462507732387629,-0.00302930980544858,0.0353175395702716,0.0274643024499936,0.0178576002927169,0.00338408940300594,0.0174734084557646,0.0200318214584407,0.0210794097014082,0.00218457867741284,-0.00326970022644835,0.0194484520011482,-0.00206701641414586,0.0238445881700269,-0.0210106662485554,-0.00326062842181774,0.00173376721835616,0.0171474114640149,0.0159298489630144,0.00870459956752567,-0.0187146042037711,-0.000350363577341195,-0.0242004258486808,0.0399747464164957,0.0170048278381274,0.0446129909836728,0.0256724082490214,0.0304310655019946,0.181050775677832,0.0583775182330477,0.0237375318307924,0.0719851605532265
-0.0138257041540637,-0.078578883378035,-0.0225481643849266,-0.0287102792376537,-0.0717809562873892,-0.00623349693682984,-0.0460677164422956,-0.0340032717456804,-0.0292560103556863,-0.0288288325759511,-0.0765293986386522,0.0304805483917931,-0.00515906020268275,-0.0711071163495345,-0.081194401609026,-0.0422423231605986,-0.0224645318371128,-0.079389779562411,-0.0401598727623926,0.00291773135956497,0.0340705868435793,-0.0383842398276668,-0.0285903423248421,0.0257715610337312,-0.0454435922450727,-0.00244800373594622,-0.0492970915679862,-0.0180842111543154,-0.0247277454902459,-0.0632888009925123,-0.0365909860716642,-0.0017384363531896,-0.0496556304478939,-0.0532394850275093,-0.00410550837602486,-0.041739611561689,-0.00969481097680802,-0.055479602651749,-0.00136138439327249,-0.0529842558078997,-0.0307412274995609,0.00618232458538337,-0.0169734446156933,-0.021888194627274,-0.0181138902985301,-0.0561895086083588,-0.0261529620712482,-0.101128116937845,-0.0159791473268993,-0.00352332319012993,-0.0526267835804441,-0.0024096804231295,-0.0269914567409728,-0.00715953080533627,-0.0325117382575677,-0.0096370865814901,-0.048132547069909,-0.01719890439783,-0.0521854103927495,-0.0098240069483797,0.0167569343838263,-0.0486723848595854,0.00661528525826638,-0.0230680738399487,-0.0215496934750057,-0.0084089969731278,-0.0712571443433978,-0.00280946260358883,-0.0299191846890845,-0.0412875738231149,0.0146182837447437,-0.02457911706286,-0.0179047031709891,-0.0159807654294539,0.0159940602432407,-0.0452527867963033,-0.0145827192807602,-0.0161293374304612,-0.0108241717528146,0.00594299480096261,-0.0624274673729825,-0.0686713241968713,-0.00824828216494122,-0.000539825941604732,0.023230300980019,-0.0606585943402296,-0.0819872285076317,-0.0356375388461498,-0.0362551328668985,-0.0736638326720094
0.00541243589689078,0.0378390218030207,0.0220154998156934,0.00878757066830183,-0.00844282812807329,0.0038406153947097,-0.0498235742098627,0.0191443436254461,-0.00729696247281497,0.013959450946091,0.0274811765493044,0.0445418291879118,0.025533276900247,-0.00170200877523774,0.0182470691098047,0.0132368799948823,-0.0459171964710658,0.0299188157237187,-0.00315706364175661,-0.00796287417556574,-0.0173057505950065,0,0.00709527843712943,0.00158883878014482,-0.00934189447076106,0.0121804680512916,0.0196429962657279,-0.00433687133353278,0.0139511971507487,-0.0328154066549722,0.00822029357488319,0.0176658642201675,0.038054568559859,0.0194049549271154,-0.00757047813352729,0.00653589980909142,0.0473327270843686,-0.0272127552349544,0.000817053019857905,0.0178348707314933,0.0929970439985666,-0.00529701109345737,-0.0230891458785822,-0.00215382382148022,0.00328068574423535,-0.00183669520026508,0.012807141395748,0.100075569006675,0.0242013859224497,0.0128581177374625,0.0438355510158157,-0.0072640777541273,0.0307953842607507,0.0575298098670016,0.0043009557783269,0.00386598656735293,0.0117648194611368,0.0179033215760436,-0.0180183110607466,0.00813708333632412,-0.00237677562002503,0.0159480797001699,-0.00220027123176725,0.0107458537129537,0.00475389631970247,-0.00222455462310345,0.0131310217956502,0.0114999109822147,0.0145174581693421,0.0202669843332175,-0.0022812412469646,0.0613649280405735,0.022305716506632,-0.00867963567275165,-0.0113412356053839,0.00534351532767152,-0.0121096497617339,0.00809718780347524,-0.00390909776156567,-0.00576779766796154,0.0835288454205738,0.0364760407898732,0.0151419854341919,-0.0364447137168593,0.190467857175565,0.0313502538551886,0.0393091625997695,0.02173459632214,0.0259391814445626,0.0558694716014525
